Rām, 1, 1: 1;1 1;tapaḥsvādhyāyanirataṃ tapasvī vāgvidāṃ varam |;
Rām, 1, 1: 1;1 2;nāradaṃ paripapraccha vālmīkir munipuṃgavam ||;
Rām, 1, 1: 1;2 1;ko nv asmin sāmprataṃ loke guṇavān kaś ca vīryavān |;
Rām, 1, 1: 1;2 2;dharmajñaś ca kṛtajñaś ca satyavākyo dṛḍhavrataḥ ||;
Rām, 1, 1: 1;3 1;cāritreṇa ca ko yuktaḥ sarvabhūteṣu ko hitaḥ |;
Rām, 1, 1: 1;3 2;vidvān kaḥ kaḥ samarthaś ca kaś caikapriyadarśanaḥ ||;
Rām, 1, 1: 1;4 1;ātmavān ko jitakrodho matimān ko .nasūyakaḥ |;
Rām, 1, 1: 1;4 2;kasya bibhyati devāś ca jātaroṣasya saṃyuge ||;
Rām, 1, 1: 1;5 1;etad icchāmy ahaṃ śrotuṃ paraṃ kautūhalaṃ hi me |;"Mahābhārata" MBh, 3, 175: 473 3 2;etad icchāmyahaṃ śrotuṃ paraṃ kautūhalaṃ hi me ||;GOOD;;"Mahābhārata" MBh, 9, 49: 1268 45 2;etad icchāmyahaṃ śrotuṃ paraṃ kautūhalaṃ hi me ||;GOOD;;"Rāmāyaṇa" Rām, 1, 44: 44 11 2;śrotum icchāmi bhadraṃ te paraṃ kautūhalaṃ hi me ||;PARTLY;+ tvad - etad;"Skandapurāṇa Revākhaṇḍa)" SkPur Rkh, 1, 177: 177 10 3;kimuktaṃ śrotum icchāmi paraṃ kautūhalaṃ hi me ||;PARTLY;+ vac - etad;"Skandapurāṇa Revākhaṇḍa)" SkPur Rkh, 1, 209: 209 4 3;śrotum icchāmi viprendra paraṃ kautūhalaṃ hi me ||;PARTLY;+ indra - etad;
Rām, 1, 1: 1;5 2;maharṣe tvaṃ samartho .si jñātum evaṃvidhaṃ naram ||;
Rām, 1, 1: 1;6 1;śrutvā caitat trilokajño vālmīker nārado vacaḥ |;
Rām, 1, 1: 1;6 2;śrūyatām iti cāmantrya prahṛṣṭo vākyam abravīt ||;
Rām, 1, 1: 1;7 1;bahavo durlabhāś caiva ye tvayā kīrtitā guṇāḥ |;
Rām, 1, 1: 1;7 2;mune vakṣyāmy ahaṃ buddhvā tair yuktaḥ śrūyatāṃ naraḥ ||;
Rām, 1, 1: 1;8 1;ikṣvākuvaṃśaprabhavo rāmo nāma janaiḥ śrutaḥ |;
Rām, 1, 1: 1;8 2;niyatātmā mahāvīryo dyutimān dhṛtimān vaśī ||;
